gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Segment,Segment_Name,Risk_Level,Priority,Retention_Action
Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,670.35,0,0.0256990240852617,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,0,0.24899191926568,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,19.2,0,0.449936535423469,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,1,0.7888304063785073,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.0,3371.75,0,0.5616156482500181,1,High-Risk Premium Customers,Medium,High,Proactive Discount + Priority Suppor
Male,0,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.0,442.45,0,0.4554967064598711,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,0,0.1831713008348361,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.6,2345.55,0,0.0214789247142562,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,0,0.7071173241412475,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.6,1156.35,0,0.4705422897537703,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6143.15,1,0.6221761553806865,2,Premium Loyal Customers,High,High,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,144.8,0,0.8364515607221785,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,0,0.1865608311979793,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1059.55,1,0.8870298288413659,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,0,0.3321111567053763,3,New Low-Value Customers,Medium,Normal,Welcome Offer + Onboarding Support 
Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.7,2212.55,0,0.1959375531851183,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,2180.55,1,0.6599951985684259,1,High-Risk Premium Customers,High,High,Proactive Discount + Priority Suppor
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,89.15,1,0.7770473727437458,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,0,0.2990724934138156,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,1,0.8669740791600309,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,1,0.6947466737806439,1,High-Risk Premium Customers,High,High,Proactive Discount + Priority Suppor
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,211.95,0,0.163707221522117,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.0,25.0,0,0.5895237837337192,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.45,3162.65,0,0.5180183279554125,1,High-Risk Premium Customers,Medium,High,Proactive Discount + Priority Suppor
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,210.65,0,0.0731523216246158,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),65.65,3566.7,0,0.0239233721425721,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.0,2080.1,0,0.4489574357909642,1,High-Risk Premium Customers,Medium,High,Proactive Discount + Priority Suppor
Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,0,0.7808493514593122,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.75,5186.0,0,0.0481008283858533,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,196.15,1,0.8056085315793933,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.5,1087.45,0,0.1066524952355558,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,1,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1672.15,0,0.0116105405421834,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1206.05,1,0.2665044448041626,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,0,0.0730454828275115,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,0,0.3754534816522928,3,New Low-Value Customers,Medium,Normal,Welcome Offer + Onboarding Support 
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,38.15,0,0.4030378612925932,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,0,0.0197761094008578,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,0,0.2648894998272223,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,0,0.007977665069161,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,1,0.8720519272391171,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,0,0.4396289988692042,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,0,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219.0,1,0.4815855294886098,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,1,0.2820675372127426,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,1,0.889026789388496,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,1,0.6109610673932986,2,Premium Loyal Customers,High,High,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,0,0.0677462990087846,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,0,0.1912617490052152,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,1,0.8693478375716335,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,0,0.7820078853023887,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,0,0.0571957363154745,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,0,0.0680228908322653,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,0,0.4556351093663319,2,Premium Loyal Customers,Medium,High,VIP Rewards & Exclusive Loyalty Benefits
Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,0,0.0380793691913702,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,1,0.1838274752346859,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,0,0.6566768911182256,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Male,0,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,1,0.2244626855036114,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,1,0.8405900217155365,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,1,0.6929985033574649,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,0,0.224520022951287,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,0,0.4053937470368363,2,Premium Loyal Customers,Medium,High,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,1,0.5623047900696188,1,High-Risk Premium Customers,Medium,High,Proactive Discount + Priority Suppor
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,0,0.6723380068951907,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,1,0.4835431768006245,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,1,0.7622825639902278,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,0,0.0210049526392281,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,0,0.3376762112190353,0,Loyal Long-Term Customers,Medium,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,0,0.1767030851425987,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,0,0.2790993546026552,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,1,0.3896229425970408,2,Premium Loyal Customers,Medium,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,0,0.0426177106818764,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,0,0.0976616325545201,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,1,0.3132734939512347,3,New Low-Value Customers,Medium,Normal,Welcome Offer + Onboarding Support 
Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,0,0.0140975378992982,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,0,0.4014462478146619,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,1,0.8711719730854772,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,0,0.382160318132327,3,New Low-Value Customers,Medium,Normal,Welcome Offer + Onboarding Support 
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,0,0.8486359159111669,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,0,0.7854748053307977,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,0,0.6951811150779345,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,0,0.8171630838295633,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,1,0.864093475175703,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,0,0.3260770206390965,2,Premium Loyal Customers,Medium,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,0,0.4188129361920826,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,0,0.4404549822779559,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,0,0.0616088504394875,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,0,0.0824001375100686,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,0,0.0916882307731894,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,0,0.2352244297224995,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,0,0.398298093269013,2,Premium Loyal Customers,Medium,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,1,0.4586908306839405,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,0,0.0326340945870885,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,1,0.9157675005953726,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,1,0.7200740867780693,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,0,0.712666350535494,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,1,0.8293243590695595,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,0,0.0529401117616999,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,0,0.0205234670300114,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,0,0.2518327877549874,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,1,0.8579986217736083,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,0,0.7439221133311874,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,1,0.8925722049943118,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,0,0.0365112623918139,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,0,0.0333920093382857,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,1,0.738975870589082,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,0,0.2029238054256597,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,1,0.796582022930529,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,0,0.1170063925292344,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,0,0.1949964492856772,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,0,0.7935752411580219,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,0,0.050734417809922,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,0,0.3307416584992615,3,New Low-Value Customers,Medium,Normal,Welcome Offer + Onboarding Support 
Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,1,0.6110235608362692,1,High-Risk Premium Customers,High,High,Proactive Discount + Priority Suppor
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,0,0.1303258499591243,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,0,0.5516746282786911,2,Premium Loyal Customers,Medium,High,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,0,0.4063387994355171,2,Premium Loyal Customers,Medium,High,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,1,0.4187145851865628,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,1,0.6401109218377825,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
